id,description,image_path,title,image_url,source_url
1,"ASUS ROG Strix B850-F Gaming WiFi7 Neo, AMD ATX Motherboard, 16+2+2 Power Stages, DDR5 Slot, PCIe 5.0, 4 M.2 Slots, 20Gbps USB-C Port, WiFi 7, Realtek 5G, Aura Sync RGB : Amazon.ie: Electronics",images/1.jpg,"ASUS ROG Strix B850-F Gaming WiFi7 Neo, AMD ATX Motherboard, 16+2+2 Power Stages, DDR5 Slot, PCIe 5.0, 4 M.2 Slots, 20Gbps USB-C Port, WiFi 7, Realtek 5G, Aura Sync RGB : Amazon.ie: Electronics",https://m.media-amazon.com/images/I/912zhJ-4z7L._AC_SL1500_.jpg,https://www.amazon.ie/ASUS-B850-F-Gaming-Motherboard-Realtek/dp/B09DC4DCC5?ref_=Oct_d_orecs_d_94799630031_1&pd_rd_w=XS2z8&content-id=amzn1.sym.e7422e79-a4f9-44ff-9cbe-0333dad02666&pf_rd_p=e7422e79-a4f9-44ff-9cbe-0333dad02666&pf_rd_r=CFEMDX997Y769EW7P44W&pd_rd_wg=stJ9b&pd_rd_r=0b624b89-e08d-432c-9546-c003f76847b8&pd_rd_i=B09DC4DCC5
